,VoiceClip_No,TextTranscripts,label,processed_content
136,Voice137,"I made a few complaints last few days, but still no one attending to the resolved that issue.Can you please get this done soon. We expect better services from you",Agg,made few complaints last few but still one attending the resolved that you please get this done expect better services from you
137,Voice138," Do something soon , or I'm canceling your service. Unacceptable service. Enough is enough",Agg,something soon canceling your unacceptable enough enough
138,Voice139,"so I want the voice, internet and the PEO TV to be working properly. How long approximately will it take?",Non,want the internet and the peo working how long approximately will
139,Voice140,What do you mean it's not updated? I've been calling for the last three days and there's no update? Are you kidding me?,Agg,what you mean not been calling for the last three days and are you kidding
140,Voice141,1212 hotline takes ages to answer the phone.We got work to do and we cant be holding the phone forever,Agg,1212 hotline takes ages answer the got work and cant holding the phone forever
141,Voice142,I don't get the bill through email regularly or there is a problem.,Non,get the bill through email regularly there
142,Voice143,What is the real problem with this industry? We cant  get our work done easily,Agg,what the real problem with this cant get our work done easily
143,Voice144,how long will you all take to fix this problem.? I need a sloution as soon as possible,Agg,how long will you all take fix this need sloution soon possible
144,Voice145,The billing portal is not displaying my recent transactions.,Non,the billing portal not displaying recent
145,Voice146,We pay big big amounts to your service and this is what we get in the return.Disappointed with your service. I want you to fix my issue soon,Agg,pay big big amounts your service and this what get the with your want you fix issue soon
146,Voice147, I'm switching to a provider who values customers since your service is not acceptable,Agg,switching provider who values customers since your service not acceptable
147,Voice148,Your agent was unable to guide me through the process of updating my personal information.,Agg,your agent was unable guide through the process updating personal
148,Voice149,I need a receipt for my last payment.,Non,need receipt for last
149,Voice150,How can I request to get physical bills.Becasue your e billing method is a mess and its annoying ,Agg,how can request get physical your billing method mess and its annoying
150,Voice151,The customer service agent was rude and unhelpful.,Agg,the customer service agent was rude and
151,Voice152,"Get me someone who knows what they're doing, or I'm finding a different service. This is terrible service, and I won't put up with it.",Agg,get someone who knows what finding different this terrible and put with
152,Voice153,Your agent talked back- to- back with me.This is beyond unacceptable.,Agg,your agent talked back with beyond
153,Voice154,I need my issues solved as soon as possible because this level of poor work is unforgivable!,Agg,need issues solved soon possible because this level poor work
154,Voice155,Can I add 20 more GB for my connection?,Non,can add more for
155,Voice156,Your 1212 hotline has endless loops and it's frustrating. It's driving me crazy. ,Agg,your 1212 hotline has endless loops and driving
156,Voice157,The agent did not follow up on the issue I reported in my previous call.so could you kindly tell me to whom I should report ?,Non,the agent did not follow the issue reported previous could you kindly tell whom should report
157,Voice158,"Start it up right away, or you can lose a client! I have had enough of this interruption.",Agg,start right you can lose have had enough this
158,Voice159,"There are some noises coming from the telephone, and the internet is not working.",Non,there are some noises coming from the and the internet not
159,Voice160,I get the text message saying this much is due and you have to pay it or something like that. I want to get a bill before I make the payment.,Non,get the text message saying this much due and you have pay something like want get bill before make the
160,Voice161,"Why cant you respond to my issues soon. if you can't address customer concerns quickly, I'll take my business elsewhere",Agg,why cant you respond issues you address customer concerns take business elsewhere
161,Voice162,Need to know the payabale amount of my connection?,Non,need know the payabale amount
162,Voice163,"It indicated only one light is working in the router, Earlier about 3-4 bulbs were working but now only one bulb is working",Non,indicated only one light working the earlier about bulbs were working but now only one bulb working
163,Voice164,Tell your technical people to come and check or else they change the new router or whatever they can do and I want to get my Wi-Fi back,Agg,tell your technical people come and check else they change the new router whatever they can and want get back
164,Voice165,"I can't get my Wi-Fi, my Wi-Fi is not working at all",Non,get not working all
165,Voice166,"It's the worst telephone service in the whole world.  When you call any landline you get this awful Sri lankan music playing, wasting time & money for callers. Please sell this useless company to India or shut up shop!",Agg,the worst telephone service the whole when you call any landline you get this awful sri lankan music wasting time money for please sell this useless company india shut
166,Voice167,"No words to explain how bad this company is. I had an issue with router for months. I didnt have access to data througout the time but had to pay monthly. They couldnt fix the issue all this time after a dozen or more complaints, so only option I had was to disconnect, or else continue to keep paying each month for no data",Agg,words explain how bad this company had issue with router for didnt have access data througout the time but had pay they couldnt fix the issue all this time after dozen more only option had was else continue keep paying each month for data
167,Voice168,"Very disappointing, I have been requesting for a fiber connection for past 3 years, even though the location is in Colombo, SLT couldn't fulfill my request.",Agg,very have been requesting for fiber connection for past even though the location slt fulfill
168,Voice169,So much attitude with these people who work here! This goes to the SLT Call Center too. ,Agg,much attitude with these people who work this goes the slt call center
169,Voice170,Services provided worse than a government office. Internet breaks down regularly. Technical team only works from 9am - 5pm. If you have issues any time after 5pm will have to wait a whole day to get it resolved.,Agg,services provided worse than government internet breaks down technical team only works from 9am you have issues any time after 5pm will have wait whole day get
170,Voice171,Your automated fault complain hotline is useless. Have to wait at least 10 mins to get in contact with a call center operator. Even then they give little to no help. Customer service is absolutely useless. Would not recommend to anyone,Agg,your automated fault complain hotline have wait least mins get contact with call center even then they give little customer service absolutely would not recommend anyone
171,Voice172,"Experienced poor customer service for the first time with SLT this week. Reported a router fault to customer care, a technician called and didnt turn up and the complaint was closed with out resolving my issue.",Agg,experienced poor customer service for the first time with slt this reported router fault customer technician called and didnt turn and the complaint was closed with out resolving
172,Voice173,im stuck with a bad internet connection and broken router.,Non,stuck with bad internet connection and broken
173,Voice174,For what purpose have you guys mentioned the contact number? No one is answering the phone.,Agg,for what purpose have you guys mentioned the contact one answering the
174,Voice175,Worst customer service I have ever encountered. Hotline numbers don't always work. ,Agg,worst customer service have ever hotline numbers always
175,Voice176,Very poor and  slow service.even your websites are not working properly.you will have to be very much patient if you want to pay the bill online. It always asks to try again later.strongly disrecommending to other if  trying to get a newer connection from slt. ,Agg,very poor and slow your websites are not working will have very much patient you want pay the bill always asks try again disrecommending other trying get newer connection from
176,Voice177," We get really dissapointed when there's a network problem while at an important zoom meeting, and also you don't answer for a long period of time.Will not use SLT Connections",Agg,get really dissapointed when network problem while important zoom and also you answer for long period not use slt connections
177,Voice178,The experience was good. Your agent responded positively for all the clarifications I had,Non,the experience was your agent responded positively for all the clarifications had
178,Voice179,My connection is not so stable so I have sent them 8 emails and I called SLT more than 10 times to inform about the situation. Their customer service representatives are always keeping my records and they always said that my ticket is prioritized in their list but nothing happened,Agg,connection not stable have sent them emails and called slt more than times inform about the their customer service representatives are always keeping records and they always said that ticket prioritized their list but nothing happened
179,Voice180,"I got fibre connection from SLT on March & as soon it got fixed my router LOS started blinking in Red, So made my first complain in March end & since then every single day calling slt but until now 24th May not even a single person/  technician contacted me for fix the issue. Worse services of this so called best telecommunication company in Sri Lanka",Agg,got fibre connection from slt march soon got fixed router los started blinking made first complain march end since then every single day calling slt but until now 24th may not even single technician contacted for fix the worse services this called best telecommunication company sri lanka
180,Voice181,There wasn't a single day went without issues after obtaining the new fiber  connection from you guys . I USUALLY have to call you tens and hundreds of times to get the technical team to come and fix the issues. Youn  take us for idiots when we contact the call center,Agg,there single day went without issues after obtaining the new fiber connection from you guys usually have call you tens and hundreds times get the technical team come and fix the youn take for idiots when contact the call center
181,Voice182,Worst customer service. Its been more than 24 hours logged a complain but no response from. Even when we phoned you no answer. SLT was once a company I liked the most but now it's now very worth.,Agg,worst customer its been more than hours logged complain but response even when phoned you slt was once company liked the most but now now very
182,Voice183,Very bad bad customer service. Cannot contact any agent at all even tho you say it’s 24 hours  customer service. Disappointed.,Agg,very bad bad customer cannot contact any agent all even tho you say hours customer
183,Voice184,Very poor service...Peo TV has not been working more than week now..came twice but unable to fixed..phone connection and broadband also not working since 3 days complain 3 times..but no any response yet,Agg,very poor has not been working more than week twice but unable connection and broadband also not working since days complain any response yet
184,Voice185,Worst customer service ever. Doesnt respond to complaints or tech support. Filed over 10 complaints for the same issue over the last month still hasn't fixed it or given any responses,Agg,worst customer service doesnt respond complaints tech filed over complaints for the same issue over the last month still fixed given any responses
185,Voice186,"Worst service ever. Not returning to complains, slow Internet speed and moreover, no transparency in data charging. Peo tv connection also the worst cable service provider ever",Agg,worst service not returning slow internet speed and transparency data peo connection also the worst cable service provider ever
186,Voice187,The worst customer service ever..you never answer the call..TRASH,Agg,the worst customer service never answer the
187,Voice188,I already made the complaint to change the name and addresses under my NIC.,Non,already made the complaint change the name and addresses under
188,Voice189,Can I have a phone technician to check on my phone connection?,Non,can have phone technician check phone
189,Voice190,My Wifi is not working .Anything technically that you all can check or anything I can do from my end?,Non,wifi not working technically that you all can check anything can from
190,Voice191,"Very disappointing, I have been requesting for a fiber connection for past 3 years, even though the location is in Colombo, SLT couldn't fulfill my request",Agg,very have been requesting for fiber connection for past even though the location slt fulfill request
191,Voice192,Poor Customer Service SLTMobitel. you have  the most ineffective telecommunications customer service I've ever experienced.,Agg,poor customer service you have the most ineffective telecommunications customer service ever
192,Voice193,Unfortunately no one there at Sri Lanka Telecom to answer customers phone calls. Not only the branches but also at head office. Very disappointed,Agg,unfortunately one there sri lanka telecom answer customers phone not only the branches but also head very disappointed
193,Voice194,Worst customer service ever.you people dont respond to complaints or tech support. Filed over 10 complaints for the same issue over the last month still hasn't fixed it or given any responses,Agg,worst customer service people dont respond complaints tech filed over complaints for the same issue over the last month still fixed given any responses
194,Voice195,"I changed houses from Mirihana to Mt.Lavinia on 23rd Apr. Requested telecom to reconnect the phone line to No.140/50, Kalapura, Templers Road, Mt.Lavinia where I m putting up at the moment. They Informed me that it will take max 2weeks. and this is the 6th week . Nothing happening. No TV,  phone, WiFi. Children are missing online lessons etc .  What is wrong with Telecom ?",Agg,changed houses from mirihana 23rd requested telecom reconnect the phone line templers where putting the they informed that will take max and this the 6th week nothing children are missing online lessons etc what wrong with telecom
195,Voice196,"This is one of the useless  companies in Sri Lanka.Yesterday they installed fiber optic facility to my house.
Since then my TV Telephone, Wifi all out.I have informed and given more than 10  15 call to them. But it’s sad to note so far no connection is given",Agg,this one the useless companies sri they installed fiber optic facility since then wifi all have informed and given more than call but sad note far connection given
196,Voice197,Slt used to be the best service provider in telecommunication but now u are robbing people by unwanted subscription fees,Agg,slt used the best service provider telecommunication but now are robbing people unwanted subscription fees
197,Voice198,Contact no. 1212 is useless service. Your automated chat service is horrible,Agg,contact 1212 useless your automated chat service horrible
198,Voice199,My line was disconnected due to arrears payment and I paid the full amount. Can you reconnected my line ? ,Non,line was disconnected due arrears payment and paid the full can you reconnected line
199,Voice200,"Worst Customer Service ever!! The people working in the call center are lazy, careless and absolutely ignorant. Unprofessional staff, useless regional manager ",Agg,worst customer service the people working the call center are careless and absolutely unprofessional useless regional manager
200,Voice201,Can I change packages anytime using the App?,Non,can change packages anytime using the
201,Voice202,"Is it not possibly a disconnection due to loss of payments? Because I made the late payments, I only made a payment yesterday.",Non,not possibly disconnection due loss because made the late only made payment
202,Voice203,I just want to know whether you have any other router models.,Non,just want know whether you have any other router
203,Voice204,Wi-Fi doesn't work. Always we have to reconnect and connect.Whats the issue ?,Non,always have reconnect and the issue
204,Voice205,The absolute worst service I've encountered anywhere. You SLT will just take our money and give us headaches,Agg,the absolute worst service encountered you slt will just take our money and give headaches
205,Voice206,"I ordered a new connection from Maradana branch and it's been 3 days since the promised delivery date. Does not work on time. Does not answer phone calls. Very rude, unprofessional and useless customer care service",Agg,ordered new connection from maradana branch and been days since the promised delivery does not work does not answer phone very unprofessional and useless customer care service
206,Voice207,No one responds as appropriate or take any action for any complaints or faults,Agg,one responds appropriate take any action for any complaints faults
207,Voice208,Really very good services given by SLT maradana branch .I went and got my work done quickly. ,Non,really very good services given slt maradana branch went and got work done
208,Voice209,Gampha branch office never picked up when I called them so I had to go down there in person but they still didn't resolve my problem,Agg,gampha branch office never picked when called them had down there person but they still resolve problem
209,Voice210,I have been charged for internet in peo tv all of a sudden for which we never agreed. Neither do we have a router for it. Neither do we see any connection,Agg,have been charged for internet peo all sudden for which never neither have router for neither see any connection
210,Voice211,I had a Worst service from customer care unit. Even they are not listening our complaint. they wasting our time,Agg,had worst service from customer care even they are not listening our they wasting our time
211,Voice212,"Waiting for the fiber-optic line since September almost 3 months. Very bad customer service,When will we get our connection?",Non,waiting for the line since september almost very bad customer will get our
212,Voice213,Worst experience ever. Since 3 days wifi is not working. Really disappointed. They said repair is on going but it was 3 days now. Still no action taken. Frustrated. Very bad service,Agg,worst experience since days wifi not really they said repair going but was days still action very bad service
213,Voice214,"Extremely slow internet service. Terrible customer service/attitude towards customers, coupled with poor technical support",Agg,extremely slow internet terrible customer towards coupled with poor technical support
214,Voice215,I have tried to contact 1212  for the last one week. Why isnt this place privatised. We are just paying bills. no service. not even a call when complaints are made.,Agg,have tried contact 1212 for the last one why isnt this place are just paying not even call when complaints are
215,Voice216,Peo TV sports channels are not working. Why is that ?,Non,peo sports channels are not why that
216,Voice217,"Worst customer service provided by the agent. I called the contact number of agent in Kotte branch given by Maharagama branch, to make a compliant since there is no response for my refund request made on 21st November 2023 (today is 8th January 2024). When I informed that I have made a request for a refund and still it has not been sorted.",Agg,worst customer service provided the called the contact number agent kotte branch given maharagama make compliant since there response for refund request made 21st november 2023 8th january when informed that have made request for refund and still has not been
217,Voice218,"My new fibre line connected but not with the numbers I paid for. Tried several times to contact the agent, but failed. My business suffers due to the worst service provided by SLT",Agg,new fibre line connected but not with the numbers paid tried several times contact the but business suffers due the worst service provided slt
218,Voice219,I am extremely disappointed with the service. Installation staff were excellent and assured me that the fibre connection internet facility will be provided in 1 hour. Its taken almost 24 hours and the internet connection has not been restored!,Agg,extremely disappointed with the installation staff were excellent and assured that the fibre connection internet facility will provided its taken almost hours and the internet connection has not been
219,Voice220,"I called  to express my utter frustration and disappointment with the quality of your internet service. Despite paying for your service on time, we are experiencing yet another interruption in our WiFi connection. This is the second time today that our internet has gone down, and it has happened more than five times this week alone",Agg,called express utter frustration and disappointment with the quality your internet despite paying for your service are experiencing yet another interruption our wifi this the second time today that our internet has gone and has happened more than five times this week alone
220,Voice221,I am very disappointed to say that there is no response to your phone and there is no responsible officer to file any complaint. I asked 1212 about this and even they couldn’t provide me proper details,Agg,very disappointed say that there response your phone and there responsible officer file any asked 1212 about this and even they provide proper details
221,Voice222,"I am very disappointed to say that your services are very poor than expected. Please note, all the time the internet connection was bad and SLOW.
You should take steps to ensure that the consumers enjoy flawless internet service.",Agg,very disappointed say that your services are very poor than please all the time the internet connection was bad and you should take steps ensure that the consumers enjoy flawless internet
222,Voice223,Can I know the amount I should pay for the month of Decemeber and November ?,Non,can know the amount should pay for the month decemeber and november
223,Voice224,Sometimes we get delay in getting response from your office. Why is it?,Non,sometimes get delay getting response from your why
224,Voice225,"Actually from today morning, I think for the lightning and the rain, the connection got lost.",Non,actually from today think for the lightning and the the connection got
225,Voice226,"The internet is not working, the SLT fiber, but I don't know, can you tell me what's wrong?",Non,the internet not the slt but can you tell
226,Voice227,Staff is not enough to provide good service. More problems due to system issues. Takes a long time to get even a simple thing done.,Agg,staff not enough provide good more problems due system takes long time get even simple thing
227,Voice228,Customer care is good. But technical support takes months. Sucks. Service is good though,Agg,customer care but technical support takes service good though
228,Voice229,"The worst customer service , 4 days no internet or phone, called and ask for Supervisors they say they are busy, no call back . Finally I got hold of 1 supervisor he said I am on leave",Agg,the worst customer service days internet called and ask for supervisors they say they are call back finally got hold supervisor said leave
229,Voice230, not that efficient I informed them to remove my internet connection and I had to call them several times to get it removed,Agg,not that efficient informed them remove internet connection and had call them several times get removed
230,Voice231,this is the worst service in the world . they don't care about the customers.main web site there is a customer service number.but its useless.they saying' we cannot access your account.we don't know anything .you have to call 1212.what is the point of customer service if they don't have access to our accounts?,Agg,this the worst service the world they care about the web site there customer service its cannot access your know anything have call the point customer service they have access our
231,Voice232,Can I have details about your Fiber connection?,Non,can have details about your fiber
232,Voice233,My Wifi connection and PEO tv stopped working since last night.Could send someone to check this problem.,Non,wifi connection and peo stopped working since last send someone check this
233,Voice234," never answer for the phone calls. None of the numbers are working and when I asked from customer service number they say that they neither have another way to contact. I regret myself for getting an SLT connection.
",Agg,never answer for the phone none the numbers are working and when asked from customer service number they say that they neither have another way regret myself for getting slt
234,Voice235,"
Service agents are very rude and unfriendly.I am very disappointed.They don't provide solutions for our inquiries",Agg,service agents are very rude and very provide solutions for our inquiries
235,Voice236,your online service 1212 is really dissapointing. Calls are not answered. I called the hotline twice today. Waited online for close to 10 minutes on both calls but no body answered. Why do you call it a hotline !!!! Even the online messenger service is never answered,Agg,your online service 1212 really calls are not called the hotline twice waited online for close minutes both calls but body why you call hotline even the online messenger service never answered
236,Voice237, I settled my balance today and still didn’t get the confirmation message.can I know the reason?,Non,settled balance today and still get the confirmation know the
237,Voice238,I have a loss of signal blinking red lights on my router.,Non,have loss signal blinking red lights
238,Voice239,Phone number is always busy or not working. Hardly responding to emails. Very poor service.  I'm going to permanently disconnected my land line with Peo tv and internet. Will move to some other loyal service provide,Agg,phone number always busy not hardly responding very poor going permanently disconnected land line with peo and will move some other loyal service provide
239,Voice240,Wifi is not working.We need the technical officer and it is extremely urgent.,Non,wifi not need the technical officer and extremely
240,Voice241,Worst customer service and responding ever. No one is answering the phone or emails.. worst of worst,Agg,worst customer service and responding one answering the phone worst worst
241,Voice242,"Phones are not answered,have been waiting for a line to be transferred since February ,and I am still waiting for it.When will you connect me to the required person?",Agg,phones are not been waiting for line transferred since february still waiting for will you connect the required
242,Voice243,Could you please give me a solution to speedup my wifi speed.?,Non,could you please give solution speedup wifi
243,Voice245,I want to add on more data for the entertainmet combo.,Non,want add more data for the entertainmet
244,Voice246,"very poor signal from few months ,informed many occasions to customer care and not resolved yet",Non,very poor signal from few months many occasions customer care and not resolved yet
245,Voice247,Why is it so hard to cancel. Tv didn’t work for 4 days and did not respond quickly for the complaints so we cancelled and changed to Dialog. Still they keep sending statements and says we cannot cancel till certain time,Agg,why hard work for days and did not respond quickly for the complaints cancelled and changed still they keep sending statements and says cannot cancel till certain time
246,Voice248,Very poor service. you seek customers money only . Whenever we connect to internet it says No Internet.  Complained over 10 times but not any action taken. Disgusting.,Agg,very poor you seek customers money only whenever connect internet says complained over times but not any action
247,Voice249,"Wi-Fi light is not lighting, and then some other lights are not lighting, but the others are lighting.",Non,light not and then some other lights are not but the others are
248,Voice250,Worst customer service i have ever experienced. I called them more than 5 times and visited 3 times and still no use. Each time they said someone will come home to fix it. But not a single person came or called,Agg,worst customer service have ever called them more than times and visited times and still each time they said someone will come home fix but not single person came called
249,Voice251,When calling provided number They saying that it is a wrong number. Can’t they update their Contact details?,Agg,when calling provided number they saying that wrong they update their contact
250,Voice252,I called the customer service on 2nd December 2020 at 8.42 on the number which is mentioned on the internet. The  gentleman who answered the phone is very rude and didn’t help me to clarify the issue. Very bad customer service.,Agg,called the customer service 2nd december 2020 the number which mentioned the the gentleman who answered the phone very rude and help clarify the very bad customer
251,Voice253,most useless customer service last 5 day keep trying 1212 number no one is answer the calls,Agg,most useless customer service last day keep trying 1212 number one answer the calls
252,Voice254,Worst customer service ever. Since three months they couldn't even sort out a simple technical issue. Accountability and professionalism are below average.,Agg,worst customer service since three months they even sort out simple technical accountability and professionalism are below
253,Voice255,Worse customer service ever. They should learn how to treat customers. I was pregnant at that time. I came here to represent my mother-in-law with the letter of her. My husband was also unable to come on those days. customer service agent harassed me a lot.,Agg,worse customer service they should learn how treat was pregnant that came here represent with the letter husband was also unable come those customer service agent harassed
254,Voice256,Very poor customer service.Expected a quick service from a tele company which talks more on technology always,Agg,very poor customer quick service from tele company which talks more technology always
255,Voice257,"Terrible service. Impossible to contact via phone as you constantly keep rejecting calls. While getting a connection is easy, will not disconnect services, forcing us to pay bills for services you no longer require",Agg,terrible impossible contact via phone you constantly keep rejecting while getting connection will not disconnect forcing pay bills for services you longer require
256,Voice258,Worst service ever and the worst customer care service. They never trying to resolve the problem and always passing the ball to another,Agg,worst service ever and the worst customer care they never trying resolve the problem and always passing the ball another
257,Voice259,"Worst customer service ever. I called them several times to fix my internet connection . No , they never answered any call. Improve your customer service ",Agg,worst customer service called them several times fix internet connection they never answered any improve your customer service
258,Voice260, i have been ever seen i was applied to conection now more then one month but still slt not provided me connection and homagama slt phone also not answering,Agg,have been ever seen was applied conection now more then one month but still slt not provided connection and homagama slt phone also not answering
259,Voice261,Very poor service telephone is not answer.Noway to contact technical officers.,Agg,very poor service telephone not contact technical
260,Voice262,Takes forever to get done the simplest task. Employees have no respect for their duty or their clients' time.,Agg,takes forever get done the simplest employees have respect for their duty their
261,Voice263,It's been more than 3 weeks  since my mother requested for a detailed bill for her landline,Agg,been more than weeks since mother requested for detailed bill for her landline
262,Voice264,I really disappointed about the service cz all most nearly 2months I requested fiber  connection but still pending.,Agg,really disappointed about the service all most nearly 2months requested fiber connection but still
263,Voice265,"Hi,will you be able to add 25 more GB to this number im calling right now",Non,you able add more this number calling right now
264,Voice266,Can I know the current price of the fiber connection ?,Non,can know the current price the fiber connection
265,Voice267,"i paid 6000 for Peo tv,Router connection and Telephone line but your company didn't provide me any connection ",Agg,paid 6000 for peo connection and telephone line but your company provide any connection
266,Voice268,"You got a customer care no. 1212.... & It's just a number for us to call. I made a complaint 4 days ago, no response at all",Agg,you got customer care just number for made complaint days response all
267,Voice269,I want to change the address which the monthly bill will be sent ?,Non,want change the address which the monthly bill will sent
268,Voice270,Don't even answer phone calls. Either it keeps ringing or line busy especially during lunch time. Bunch of losers. Pathetic customer support,Agg,even answer phone either keeps ringing line busy especially during lunch bunch pathetic customer support
